MSSubClass,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,48.0,12137,0.3333333333333333,1.0,0.5,1.0,5,2,1.0,2,7,5,1998,1,13,1,442.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1649,1,1.0,1,4,1661,0,1661,0,0,2,0,3,1,0.75,6,1.0,0,0.6922077922077988,2,1998.0,0.6666666666666666,2,598,0.6,0.6,1.0,0,34,0,0,0.7348754448398577,0,5,2010,8,1.0,224900
20,70.04995836802665,11425,0.6666666666666666,1.0,0.75,1.0,12,2,1.0,2,5,6,1954,1,3,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,486,0,522,1,0.75,1,4,1008,0,1008,0,0,1,0,2,1,0.5,4,1.0,1,0.8,2,1954.0,0.6666666666666666,1,275,0.6,0.6,1.0,0,0,120,0,0.7348754448398577,0,7,2006,8,1.0,137000
20,70.04995836802665,13265,0.6666666666666666,1.0,0.5,1.0,11,2,1.0,2,8,5,2002,3,5,1,148.0,0.75,0.5,2,0.8,0.6,0.25,1.0,1218,0,350,1,1.0,1,4,1689,0,1689,1,0,2,0,3,1,0.75,7,1.0,2,0.8,2,2002.0,0.6666666666666666,3,857,0.6,0.6,1.0,150,59,0,0,0.7348754448398577,0,7,2008,8,1.0,271000
80,80.0,8816,1.0,1.0,1.0,1.0,4,2,1.0,7,6,7,1971,1,6,1,80.0,0.5,0.5,1,0.6,0.6,0.75,1.0,504,0,506,1,0.75,1,4,1052,0,1052,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1971.0,0.3333333333333333,2,440,0.6,0.6,1.0,0,0,0,0,0.75,0,6,2010,8,1.0,155000
120,44.0,6371,0.6666666666666666,1.0,1.0,1.0,16,2,0.25,2,7,5,2010,1,13,3,128.0,0.75,0.5,2,0.8,0.6,0.5,1.0,733,0,625,1,1.0,1,4,1358,0,1358,1,0,2,0,2,1,0.75,6,1.0,1,0.8,2,2010.0,0.6666666666666666,2,484,0.6,0.6,1.0,192,35,0,0,0.7348754448398577,0,6,2010,6,0.0,224000
60,72.0,7226,0.6666666666666666,1.0,0.5,1.0,5,2,1.0,5,7,5,2003,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,798,1,1.0,1,4,798,842,1640,0,0,2,1,3,1,0.75,6,1.0,0,0.6922077922077988,2,2003.0,0.6666666666666666,2,595,0.6,0.6,1.0,0,45,0,0,0.7348754448398577,0,6,2008,8,1.0,183000
20,60.0,6000,1.0,0.6666666666666666,1.0,0.5,17,2,0.9359070464767616,2,4,4,1953,1,8,2,0.0,0.25,0.5,1,0.4,0.6,0.25,0.16666666666666666,0,0,936,1,0.5,0,4,936,0,936,0,0,1,0,2,1,0.5,4,0.7142857142857143,0,0.6922077922077988,6,1974.0,0.3333333333333333,2,576,0.6,0.6,1.0,0,32,112,0,0.7348754448398577,0,2,2009,8,1.0,93000
60,70.04995836802665,12394,0.6666666666666666,1.0,0.75,1.0,8,2,1.0,5,7,5,2003,1,13,2,0.0,0.75,0.5,2,0.8,0.6,1.0,0.16666666666666666,0,0,847,1,1.0,1,4,847,886,1733,0,0,2,1,3,1,0.75,7,1.0,1,0.8,4,2003.0,1.0,2,433,0.6,0.6,1.0,100,48,0,0,0.7348754448398577,0,10,2007,8,0.25,225000
50,60.0,9900,1.0,1.0,1.0,1.0,18,2,1.0,0,6,7,1950,1,13,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,778,1,0.5,1,4,944,545,1489,0,0,2,0,3,1,0.5,7,1.0,1,0.8,6,1940.0,0.3333333333333333,1,240,0.6,0.6,1.0,335,0,0,0,0.5,0,7,2009,8,1.0,139500
20,81.0,11216,1.0,1.0,1.0,1.0,21,2,1.0,2,8,5,2006,1,13,2,0.0,0.75,0.5,2,0.8,0.8,0.25,0.16666666666666666,0,0,1489,1,1.0,1,4,1489,0,1489,0,0,2,0,3,1,0.75,7,1.0,1,0.8,2,2006.0,0.6666666666666666,2,776,0.6,0.6,1.0,0,140,0,0,0.7348754448398577,0,6,2006,6,0.0,232600
45,50.0,6130,1.0,1.0,1.0,1.0,3,2,1.0,1,5,6,1950,1,8,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.8333333333333334,784,0,0,1,0.75,1,4,784,0,784,1,0,1,0,2,1,0.75,5,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,1.0,0,0,116,0,0.7348754448398577,0,5,2008,8,1.0,109500
20,65.0,8529,0.6666666666666666,1.0,1.0,1.0,20,2,1.0,2,7,5,2001,1,13,2,0.0,0.75,0.5,2,0.8,0.6,0.25,1.0,20,0,1434,1,1.0,1,4,1434,0,1434,0,0,2,0,3,1,0.75,6,1.0,1,0.6,2,2001.0,0.6666666666666666,2,527,0.6,0.6,1.0,290,39,0,0,0.7348754448398577,0,4,2009,8,1.0,189000
160,24.0,2544,1.0,1.0,1.0,1.0,21,2,0.9359070464767616,5,7,5,2005,1,8,2,0.0,0.75,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,600,1,1.0,1,4,520,623,1223,0,0,2,1,2,1,0.75,4,1.0,0,0.6922077922077988,6,2005.0,0.6666666666666666,2,480,0.6,0.6,1.0,0,166,0,0,0.7348754448398577,0,7,2006,8,1.0,147400
20,80.0,11900,0.6666666666666666,1.0,0.75,1.0,12,2,1.0,2,6,5,1957,1,6,1,387.0,0.5,0.5,1,0.6,0.6,0.25,0.5,1040,0,352,1,0.5,1,0,1392,0,1392,1,0,1,1,3,1,0.5,6,1.0,2,0.8,2,1957.0,0.6666666666666666,2,458,0.6,0.6,1.0,0,0,0,192,0.7348754448398577,0,6,2008,8,1.0,166000
160,30.0,3180,1.0,1.0,1.0,1.0,21,2,0.25,5,7,5,2005,1,8,2,0.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,600,1,1.0,1,4,520,600,1200,0,0,2,1,2,1,0.75,4,1.0,0,0.6922077922077988,6,2005.0,0.6666666666666666,2,480,0.6,0.6,1.0,0,166,0,0,0.7348754448398577,0,6,2006,8,1.0,151000
60,44.0,9548,0.6666666666666666,1.0,0.5,1.0,5,2,1.0,5,7,6,2003,1,13,1,223.0,0.75,0.5,2,0.8,0.6,0.25,1.0,483,0,458,1,1.0,1,4,941,888,1829,1,0,2,1,3,1,0.75,7,1.0,1,0.6,2,2003.0,0.6666666666666666,2,613,0.6,0.6,1.0,192,39,0,0,0.7348754448398577,0,1,2010,8,1.0,237000
20,100.0,10004,1.0,1.0,1.0,1.0,12,2,1.0,2,6,6,1964,1,10,1,180.0,0.5,0.5,1,0.6,0.6,0.25,0.5,196,345,975,1,0.5,1,4,1516,0,1516,0,0,1,1,3,1,0.5,6,1.0,0,0.6922077922077988,2,1964.0,0.6666666666666666,2,472,0.6,0.6,1.0,0,0,0,152,0.7348754448398577,0,2,2009,8,1.0,167000
20,75.0,7875,1.0,1.0,1.0,1.0,12,2,1.0,2,5,6,1961,1,13,1,136.0,0.5,0.5,1,0.6,0.6,0.25,0.5,572,0,572,1,0.75,1,4,1144,0,1144,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1961.0,0.3333333333333333,2,456,0.6,0.6,1.0,0,0,0,0,0.5,0,9,2008,8,1.0,139950
20,60.0,9600,1.0,1.0,1.0,1.0,19,2,1.0,2,4,7,1995,1,6,2,0.0,0.5,0.5,1,0.8,0.6,0.25,0.6666666666666666,442,0,625,1,0.5,1,4,1067,0,1067,0,0,2,0,2,1,0.75,4,0.7142857142857143,0,0.6922077922077988,2,1996.0,0.3333333333333333,2,436,0.6,0.6,1.0,290,0,0,0,0.7348754448398577,0,2,2010,8,1.0,128000
30,90.0,8100,1.0,1.0,1.0,1.0,17,2,1.0,2,5,6,1973,1,13,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.5,338,0,1221,1,0.75,1,4,1559,0,1559,1,0,1,0,2,1,0.5,5,0.7142857142857143,0,0.6922077922077988,6,1948.0,0.3333333333333333,2,812,0.6,0.6,1.0,0,116,230,0,0.5,0,6,2007,0,1.0,153500
160,21.0,1680,1.0,1.0,1.0,1.0,2,2,0.9359070464767616,5,6,5,1973,1,6,1,158.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,330,0,153,1,0.5,1,4,483,504,987,1,0,1,1,2,1,0.5,5,1.0,0,0.6922077922077988,6,1973.0,0.3333333333333333,1,264,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,11,2008,8,1.0,100000
20,75.0,9525,1.0,1.0,1.0,1.0,5,2,1.0,2,5,6,2006,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,1099,1,1.0,1,4,1099,0,1099,0,0,1,1,3,1,0.75,6,1.0,0,0.6922077922077988,2,1999.0,0.3333333333333333,1,352,0.6,0.6,1.0,278,0,0,0,0.7348754448398577,0,6,2008,8,1.0,144000
50,70.0,11767,1.0,1.0,1.0,1.0,7,2,1.0,0,5,6,1995,1,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,352,0,416,1,1.0,1,4,768,432,1200,0,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,6,1946.0,0.3333333333333333,1,240,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,5,2008,8,1.0,130500
70,70.04995836802665,12155,0.6666666666666666,1.0,1.0,1.0,18,2,1.0,5,6,8,1950,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.6666666666666666,156,0,516,1,0.5,0,4,810,672,1482,0,0,2,0,4,1,0.25,7,1.0,0,0.6922077922077988,6,1934.0,0.3333333333333333,1,400,0.6,0.6,0.5,0,0,254,0,0.7348754448398577,0,3,2008,8,1.0,140000
70,60.0,10440,1.0,1.0,1.0,1.0,17,2,1.0,5,5,8,2002,1,8,2,0.0,0.5,0.5,2,0.6,0.6,0.25,0.16666666666666666,0,0,650,1,0.75,1,4,958,581,1539,0,0,2,0,3,1,0.75,8,1.0,1,0.2,6,1983.0,0.3333333333333333,2,686,0.8,0.6,0.5,70,78,68,0,0.7348754448398577,0,6,2008,8,1.0,157500
80,82.0,9020,1.0,1.0,1.0,1.0,12,2,1.0,7,6,7,1966,1,6,1,183.0,0.5,0.5,1,0.6,0.6,1.0,0.5,312,539,276,1,0.5,1,4,1165,0,1165,1,0,1,1,3,1,0.5,6,1.0,0,0.6922077922077988,2,1966.0,0.6666666666666666,2,490,0.8,0.8,1.0,0,129,0,0,1.0,0,5,2008,8,1.0,174900
90,80.0,8000,1.0,1.0,0.75,1.0,12,0,0.9359070464767616,2,5,4,1961,1,3,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,1800,1,1.0,0,4,1800,0,1800,0,0,2,0,6,2,0.5,10,1.0,0,0.6922077922077988,0,1978.5061638868744,0.6055112400290074,0,0,0.5950688905003757,0.5947788252356914,1.0,0,0,0,0,0.7348754448398577,0,7,2007,8,1.0,141000
50,100.0,12665,0.6666666666666666,1.0,1.0,1.0,17,0,1.0,0,5,8,1950,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.5,0.16666666666666666,0,0,876,1,0.75,1,4,876,540,1416,0,0,1,1,4,1,0.5,7,1.0,1,0.8,6,1949.0,0.3333333333333333,3,720,0.6,0.6,1.0,418,0,194,0,0.7348754448398577,0,6,2008,8,1.0,153900
85,70.04995836802665,16647,0.6666666666666666,1.0,0.5,1.0,19,5,1.0,6,5,5,1981,1,6,2,0.0,0.5,0.5,1,0.8,0.6,1.0,0.8333333333333334,1390,0,0,1,0.5,1,4,1701,0,1701,1,0,2,0,3,1,0.5,6,0.7142857142857143,2,0.6,3,1975.0,1.0,2,611,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,1,2007,8,1.0,171000
60,75.0,9317,1.0,1.0,1.0,1.0,20,2,1.0,5,7,5,1993,1,6,1,137.0,0.75,0.5,2,0.8,0.6,0.25,0.8333333333333334,513,0,227,1,1.0,1,4,1006,769,1775,1,0,2,1,3,1,0.75,7,1.0,1,0.6,2,1993.0,0.3333333333333333,2,425,0.6,0.6,1.0,234,72,192,0,0.7348754448398577,0,7,2009,8,1.0,213000
20,36.0,15523,0.6666666666666666,1.0,0.5,1.0,5,2,1.0,2,5,6,1972,1,10,2,0.0,0.5,0.5,1,0.6,0.6,0.75,0.6666666666666666,460,0,404,1,1.0,1,4,864,0,864,1,0,1,0,3,1,0.5,5,1.0,1,0.4,2,1972.0,0.3333333333333333,1,338,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,8,2009,8,1.0,133500
50,75.0,45600,0.3333333333333333,0.6666666666666666,1.0,1.0,4,2,1.0,0,6,8,1997,1,14,2,0.0,0.5,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,907,1,0.5,1,4,1307,1051,2358,0,0,3,0,5,1,0.5,10,1.0,1,0.8,6,1908.0,0.3333333333333333,2,360,0.4,0.6,1.0,486,40,0,175,0.7348754448398577,0,9,2008,8,1.0,240000
80,80.0,9600,1.0,1.0,0.25,1.0,24,1,1.0,7,6,7,1994,3,10,1,360.0,0.75,0.75,1,0.6,0.6,0.25,0.16666666666666666,0,0,528,1,1.0,1,4,1094,761,1855,0,0,2,1,3,1,0.5,7,1.0,1,0.6,2,1976.0,0.6666666666666666,2,512,0.6,0.6,1.0,113,100,0,0,0.7348754448398577,0,8,2007,8,1.0,187000
120,36.0,4435,1.0,1.0,1.0,1.0,5,2,0.25,2,6,5,2003,1,13,1,170.0,0.75,0.5,2,0.8,0.6,0.75,1.0,659,0,189,1,1.0,1,4,848,0,848,1,0,1,0,1,1,0.75,3,1.0,0,0.6922077922077988,2,2003.0,1.0,2,420,0.6,0.6,1.0,140,0,0,0,0.7348754448398577,0,11,2007,8,1.0,131500
120,70.04995836802665,3196,1.0,1.0,1.0,1.0,0,2,0.25,2,8,5,2003,1,13,1,40.0,0.75,0.5,2,0.8,0.6,1.0,0.16666666666666666,0,0,1273,1,1.0,1,4,1456,0,1456,0,0,2,0,2,1,0.75,7,1.0,1,0.6,2,2003.0,1.0,2,400,0.6,0.6,1.0,143,20,0,0,0.7348754448398577,0,5,2006,8,1.0,215000
75,53.0,7128,1.0,1.0,1.0,1.0,6,2,1.0,4,7,5,1950,1,8,2,0.0,0.5,0.75,1,0.6,0.6,0.25,0.5,364,0,554,1,0.75,1,4,918,728,1646,0,0,2,0,4,1,0.5,7,1.0,2,0.8,6,1941.0,0.3333333333333333,1,240,0.6,0.6,1.0,0,0,0,126,0.75,0,8,2007,8,1.0,164000
80,70.04995836802665,12095,0.6666666666666666,1.0,0.75,1.0,12,2,1.0,7,6,6,1964,1,6,1,115.0,0.5,0.75,1,0.6,0.6,1.0,0.5,564,0,563,1,0.5,1,4,1445,0,1445,0,0,1,1,3,1,0.5,7,1.0,1,0.4,2,1964.0,0.6666666666666666,2,645,0.6,0.6,1.0,180,0,0,0,0.75,0,8,2009,8,1.0,158000
20,70.04995836802665,6897,0.6666666666666666,1.0,0.75,1.0,19,2,1.0,2,5,8,2010,1,6,2,0.0,0.5,0.75,1,0.6,0.6,0.25,0.8333333333333334,659,0,381,1,1.0,1,4,1040,0,1040,1,0,1,1,3,1,0.5,6,1.0,0,0.6922077922077988,6,1962.0,0.3333333333333333,1,260,0.6,0.6,1.0,0,104,0,0,0.7348754448398577,0,4,2010,8,1.0,127000
80,70.04995836802665,10970,0.6666666666666666,0.0,1.0,0.5,5,2,1.0,7,6,6,1978,1,6,2,0.0,0.5,0.5,1,0.8,0.8,1.0,1.0,505,435,0,1,0.5,1,4,1026,0,1026,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,6,1981.0,0.3333333333333333,2,576,0.6,0.4,1.0,0,0,34,0,0.75,0,10,2008,8,1.0,147000
60,65.0,8125,1.0,1.0,1.0,1.0,8,2,1.0,5,6,5,1995,1,6,2,0.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,702,1,0.75,1,4,702,779,1481,0,0,2,1,3,1,0.5,6,1.0,1,0.6,2,1994.0,1.0,2,343,0.6,0.6,1.0,0,36,0,0,0.7348754448398577,0,3,2009,8,1.0,174000
20,80.0,10400,1.0,1.0,1.0,1.0,14,2,1.0,2,7,5,1976,1,6,1,189.0,0.5,0.5,1,0.8,0.6,0.25,0.16666666666666666,0,0,1090,1,0.5,1,4,1370,0,1370,0,0,2,0,3,1,0.5,6,1.0,1,0.6,2,1976.0,0.6666666666666666,2,479,0.6,0.6,1.0,0,0,0,0,0.75,0,6,2009,8,0.25,152000
60,70.04995836802665,11029,0.6666666666666666,1.0,0.75,1.0,14,3,1.0,5,6,7,1984,1,6,1,220.0,0.5,0.5,1,0.6,0.6,0.5,0.6666666666666666,619,0,435,1,0.5,1,4,1512,1142,2654,1,0,2,1,4,1,0.75,9,1.0,1,0.8,2,1968.0,0.3333333333333333,2,619,0.6,0.6,1.0,0,65,0,222,0.7348754448398577,0,8,2006,8,1.0,250000
50,55.0,7642,1.0,1.0,0.75,1.0,6,2,1.0,0,7,8,1998,1,14,2,0.0,0.75,0.5,0,0.6,0.6,0.25,0.16666666666666666,0,0,912,1,0.75,1,4,912,514,1426,0,0,1,1,3,1,0.75,7,1.0,1,0.8,6,1925.0,0.3333333333333333,1,216,0.6,0.6,1.0,0,240,0,0,1.0,0,6,2007,8,1.0,189950
190,75.0,11625,1.0,1.0,1.0,1.0,19,2,0.9359070464767616,2,5,4,1965,3,6,2,0.0,0.5,0.5,2,0.6,0.6,0.5,0.6666666666666666,841,0,198,1,1.0,1,4,1039,0,1039,1,0,1,1,3,1,0.5,6,1.0,0,0.6922077922077988,2,1965.0,0.3333333333333333,2,504,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,4,2010,8,1.0,131500
20,81.0,9672,1.0,1.0,0.75,1.0,20,2,1.0,2,6,5,1985,3,10,2,0.0,0.5,0.5,2,0.8,0.6,0.25,1.0,338,0,702,1,0.5,1,4,1097,0,1097,0,0,2,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1986.0,0.3333333333333333,2,480,0.6,0.6,1.0,0,0,0,0,1.0,0,5,2010,8,1.0,152000
20,70.0,7931,1.0,1.0,1.0,1.0,12,2,1.0,2,5,5,1959,3,10,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,1148,0,0,1,0.5,1,4,1148,0,1148,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1959.0,0.3333333333333333,1,672,0.6,0.6,1.0,0,0,0,0,1.0,0,7,2009,8,1.0,132500
20,72.0,8640,1.0,1.0,1.0,1.0,21,2,1.0,2,7,5,2008,1,13,2,0.0,0.75,0.5,2,1.0,0.6,0.25,0.16666666666666666,0,0,1372,1,1.0,1,4,1372,0,1372,0,0,2,0,3,1,0.75,6,1.0,0,0.6922077922077988,2,2008.0,1.0,2,529,0.6,0.6,1.0,0,140,0,0,0.7348754448398577,0,5,2008,6,0.0,250580
20,70.04995836802665,8750,0.6666666666666666,1.0,1.0,1.0,12,2,1.0,2,5,6,1970,1,8,1,76.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,828,0,174,1,0.5,1,4,1002,0,1002,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,6,1973.0,0.3333333333333333,2,902,0.6,0.6,1.0,0,0,0,0,0.75,0,8,2009,8,1.0,148500
20,67.0,10656,0.6666666666666666,0.3333333333333333,1.0,1.0,23,2,1.0,2,8,5,2007,1,13,3,274.0,0.75,0.5,2,0.8,0.6,0.75,0.16666666666666666,0,0,1638,1,1.0,1,4,1646,0,1646,0,0,2,0,3,1,0.75,6,1.0,1,0.8,2,2007.0,0.6666666666666666,3,870,0.6,0.6,1.0,192,80,0,0,0.7348754448398577,0,11,2007,6,0.0,248900
20,85.0,6970,1.0,1.0,0.75,1.0,19,1,1.0,2,4,5,1961,1,13,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.8333333333333334,932,0,108,1,0.5,1,4,1120,0,1120,1,0,1,1,3,1,0.25,5,1.0,0,0.6922077922077988,2,1961.0,0.6666666666666666,2,544,0.6,0.6,1.0,168,0,0,0,0.7348754448398577,400,5,2007,8,1.0,129000
60,70.04995836802665,14762,0.3333333333333333,1.0,0.75,1.0,8,1,1.0,5,5,6,1950,1,10,2,0.0,0.5,0.5,3,0.7159522136331681,0.6022487702038073,0.4184247538677918,0.6063480908877932,0,0,0,1,0.75,1,4,1547,720,2320,0,0,2,0,2,1,0.5,7,1.0,1,0.6,2,1979.0,0.3333333333333333,2,672,0.6,0.6,0.5,120,144,0,0,0.7348754448398577,0,5,2006,8,1.0,169000
60,80.0,9938,1.0,1.0,1.0,1.0,20,2,1.0,5,7,5,1994,1,8,1,246.0,0.75,0.5,2,0.8,0.6,0.25,1.0,750,0,300,1,1.0,1,4,1062,887,1949,1,0,2,1,3,1,0.75,8,1.0,1,0.6,2,1993.0,1.0,2,574,0.6,0.6,1.0,156,90,0,0,1.0,0,6,2010,8,1.0,236000
20,60.0,6600,1.0,1.0,1.0,1.0,12,4,1.0,2,5,5,1962,3,8,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,894,1,0.75,0,4,894,0,894,0,0,1,0,2,1,0.5,5,1.0,0,0.6922077922077988,6,1962.0,0.3333333333333333,1,308,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,8,2009,8,1.0,109500
60,70.0,8750,1.0,1.0,1.0,1.0,5,2,1.0,5,6,5,1998,1,13,1,116.0,0.5,0.5,2,0.8,0.6,0.25,1.0,505,0,299,1,1.0,1,4,804,878,1682,0,0,2,1,3,1,0.75,7,1.0,0,0.6922077922077988,2,1998.0,0.6666666666666666,2,523,0.6,0.6,1.0,0,77,0,0,0.7348754448398577,0,6,2010,8,1.0,200500
20,74.0,8892,1.0,1.0,0.75,1.0,12,2,1.0,2,5,7,1996,1,15,2,0.0,0.75,0.5,4,0.6,0.6,0.75,0.16666666666666666,0,0,105,1,0.75,1,4,910,0,910,0,0,1,0,3,1,0.75,5,1.0,0,0.6922077922077988,2,1953.0,0.3333333333333333,2,414,0.6,0.6,1.0,196,0,150,0,0.5,0,10,2008,8,1.0,116000
40,60.0,12144,1.0,1.0,1.0,1.0,12,2,1.0,2,5,7,1950,1,6,2,0.0,0.75,0.5,1,0.6,0.6,0.25,0.5,375,0,457,1,0.75,1,4,1036,0,1268,0,0,1,0,3,1,0.5,6,1.0,1,0.8,2,1949.0,0.3333333333333333,1,288,0.6,0.6,1.0,0,28,0,0,0.7348754448398577,0,9,2009,8,1.0,133000
50,52.0,5720,1.0,1.0,1.0,1.0,17,0,1.0,0,5,6,1950,1,14,2,0.0,0.5,0.5,1,0.6,0.6,0.25,0.16666666666666666,0,0,676,1,1.0,1,4,676,455,1131,0,0,1,1,3,1,0.5,5,1.0,0,0.6922077922077988,6,1941.0,0.3333333333333333,1,200,0.6,0.6,1.0,26,0,0,0,0.7348754448398577,0,8,2009,8,0.75,66500
60,75.0,9000,1.0,1.0,1.0,1.0,21,2,1.0,5,8,5,2007,1,5,2,0.0,0.75,0.5,2,0.8,0.6,0.75,1.0,64,0,1120,1,1.0,1,4,1184,1426,2610,0,0,2,1,4,1,1.0,11,1.0,1,0.8,4,2007.0,1.0,2,550,0.6,0.6,1.0,208,364,0,0,0.7348754448398577,0,8,2007,6,0.0,303477
20,94.0,25286,1.0,0.3333333333333333,1.0,0.5,11,2,1.0,2,4,5,1963,1,10,2,0.0,0.5,0.5,2,0.6,0.6,1.0,0.8333333333333334,633,0,431,1,0.75,1,4,1040,0,1040,1,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1963.0,0.3333333333333333,2,648,0.6,0.6,1.0,0,0,0,0,0.7348754448398577,0,1,2007,8,1.0,132250
60,74.0,8834,1.0,1.0,1.0,1.0,16,2,1.0,5,9,5,2005,3,13,3,216.0,0.75,0.5,2,1.0,0.6,0.25,1.0,1170,0,292,1,1.0,1,4,1462,762,2224,1,0,2,1,4,1,1.0,10,1.0,1,0.8,2,2004.0,1.0,3,738,0.6,0.6,1.0,184,0,0,0,0.7348754448398577,0,6,2009,8,1.0,350000
85,88.0,11782,0.6666666666666666,1.0,1.0,1.0,19,2,1.0,6,5,7,1995,1,6,2,0.0,0.5,0.5,1,0.6,0.6,0.75,0.8333333333333334,899,0,210,1,0.5,1,4,1155,0,1155,1,0,1,0,3,1,0.75,6,0.7142857142857143,0,0.6922077922077988,6,1987.0,0.3333333333333333,2,576,0.6,0.6,1.0,192,0,0,0,0.75,400,6,2010,8,1.0,148000
20,70.04995836802665,7000,0.6666666666666666,1.0,0.5,1.0,5,2,1.0,2,5,8,2005,1,13,1,90.0,0.75,0.75,1,0.6,0.6,0.25,0.8333333333333334,646,0,218,1,1.0,1,4,864,0,864,1,0,1,0,3,1,0.5,6,1.0,0,0.6922077922077988,2,1978.0,0.3333333333333333,1,336,0.6,0.6,1.0,0,0,0,0,0.5,0,7,2009,8,1.0,136500
20,60.0,7024,1.0,1.0,1.0,1.0,7,2,1.0,2,5,5,2006,1,13,2,0.0,0.5,0.5,2,1.0,0.8,0.25,0.8333333333333334,980,0,110,1,0.75,1,4,1090,0,1090,1,0,1,1,2,1,0.5,5,1.0,0,0.6922077922077988,2,2005.0,1.0,2,450,0.6,0.6,1.0,0,49,0,0,0.7348754448398577,0,6,2007,8,1.0,157000
50,44.0,13758,0.6666666666666666,1.0,0.5,1.0,23,2,1.0,0,7,5,1991,1,6,1,117.0,0.75,0.75,1,0.8,0.6,0.5,0.3333333333333333,902,0,254,1,1.0,1,4,1187,530,1717,0,0,2,1,3,1,0.75,7,1.0,1,0.6,2,1990.0,0.6666666666666666,2,400,0.6,0.6,1.0,168,36,0,0,0.7348754448398577,0,4,2007,8,1.0,187500
60,70.04995836802665,9636,0.6666666666666666,1.0,0.75,1.0,8,2,1.0,5,6,5,1993,1,13,2,0.0,0.5,0.5,2,0.8,0.6,0.25,0.16666666666666666,0,0,808,1,0.75,1,4,808,785,1593,0,0,2,1,3,1,0.5,7,1.0,1,0.6,4,1993.0,0.6666666666666666,2,389,0.6,0.6,1.0,342,40,0,0,0.75,0,12,2009,8,1.0,178000
20,65.0,7150,1.0,1.0,1.0,1.0,12,2,1.0,2,5,5,1967,1,6,1,60.0,0.5,0.5,1,0.6,0.6,0.25,0.6666666666666666,432,0,460,1,0.5,1,4,892,0,892,0,0,1,0,3,1,0.5,5,1.0,0,0.6922077922077988,2,1967.0,0.6666666666666666,1,288,0.6,0.6,1.0,0,0,0,0,0.5,0,7,2009,8,1.0,100000
